Sentence #,Word,Tag
Sentence: 262,"12-1-41-1 , ",O
Sentence: 262," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 262,"27-5-78-2 , ",O
Sentence: 262," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 262,6-1-17-0 ,O
Sentence: 262," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 262,: ,O
Sentence: 262," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 262,", ",O
Sentence: 262," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 262,", ",O
Sentence: 262," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 262,", ",O
Sentence: 262," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 262,", ",O
Sentence: 262," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 262,", ",O
Sentence: 262," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 262,", ",O
Sentence: 262," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 262,", ",O
Sentence: 262," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 262,", ",O
Sentence: 262," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 262,", ",O
Sentence: 262," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 262,", ",O
Sentence: 262," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 262,-DOCSTART- SOCCER - ,O
Sentence: 262," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 262,BACK IN ,O
Sentence: 262," "" <MISC> "" Var_MISC "" </MISC> """,MISC
Sentence: 262,SQUAD AFTER 20 MONTHS ,O
Sentence: 263,GLASGOW 1996-08-22 ,O
Sentence: 263," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 263,'s ,O
Sentence: 263," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 263,", who scored twice against ",O
Sentence: 263," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 263,"on Wednesday , was picked on Thursday for the ",O
Sentence: 263," "" <MISC> "" Var_MISC "" </MISC> """,MISC
Sentence: 263,squad after a 20-month exile ,O
Sentence: 264,Glasgow ,O
Sentence: 264," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 264,striker ,O
Sentence: 264," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 264,", another man in form after two hat-tricks in four days , was also named for the August 31 ",O
Sentence: 264," "" <MISC> "" Var_MISC "" </MISC> """,MISC
Sentence: 264,qualifier against ,O
Sentence: 264," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 264,in ,O
Sentence: 264," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 265," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 265,", who served six weeks in jail in late 1995 for head-butting an opponent , won the last of his five ",O
Sentence: 265," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 265,caps in December 1994 ,O
Sentence: 266,Scotland manager ,O
Sentence: 266," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 266,said on Thursday : I 've watched ,O
Sentence: 266," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 266,in action twice recently and he 's bang in form ,O
Sentence: 267,Ally ,O
Sentence: 267," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 267,is also in great scoring form at the moment ,O
Sentence: 268,Celtic 's ,O
Sentence: 268," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 268,", who did well with last season 's successful under-21 team , earns a call-up to the senior squad ",O
Sentence: 269,-DOCSTART- CRICKET - ,O
Sentence: 269," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 269,100-2 AT LUNCH ON FIRST DAY OF THIRD TEST ,O
Sentence: 270,LONDON 1996-08-22 ,O
Sentence: 270," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 270,were 100 for two at lunch on the first day of the third and final test against ,O
Sentence: 270," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 270,at ,O
Sentence: 270," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 270,on Thursday ,O
Sentence: 271,-DOCSTART- SOCCER - ,O
Sentence: 271," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 271,SIGNS FOUR-YEAR CONTRACT WITH ,O
Sentence: 271," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 272," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 272,1996-08-22 ,O
Sentence: 272," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 272,midfielder ,O
Sentence: 272," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 272,has signed a new four-year contract with ,O
Sentence: 272," "" <MISC> "" Var_MISC "" </MISC> """,MISC
Sentence: 272,league and ,O
Sentence: 272," "" <MISC> "" Var_MISC "" </MISC> """,MISC
Sentence: 272,champions ,O
Sentence: 272," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 273," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 273,agreed a new deal before last night 's game against ,O
Sentence: 273," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 273,"and we are delighted , said ",O
Sentence: 273," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 273,manager ,O
Sentence: 273," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 273,on Thursday ,O
Sentence: 274,-DOCSTART- TENNIS - RESULTS AT ,O
Sentence: 274," "" <MISC> "" Var_MISC "" </MISC> """,MISC
Sentence: 275," "" <MISC> "" Var_MISC "" </MISC> """,MISC
Sentence: 275,1996-08-21 Results from the ,O
Sentence: 275," "" <MISC> "" Var_MISC "" </MISC> """,MISC
Sentence: 275,tennis tournament on Wednesday ( prefix number denotes seeding ) : Second round ,O
Sentence: 275," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 275,( ,O
Sentence: 275," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 275,) beat 1 - ,O
Sentence: 275," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 275,( ,O
Sentence: 275," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 275,) 6-3 7-5 ,O
Sentence: 275," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 275,( ,O
Sentence: 275," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 275,) beat 2 - ,O
Sentence: 275," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 275,( ,O
Sentence: 275," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 275,) 6-7 ( 3-7 ) 6-4 6-4 3 - ,O
Sentence: 275," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 275,( ,O
Sentence: 275," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 275,) beat ,O
Sentence: 275," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 275,( ,O
Sentence: 275," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 275,) 7-5 6-3 4 - ,O
Sentence: 275," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 275,( ,O
Sentence: 275," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 275,) beat ,O
Sentence: 275," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 275,( ,O
Sentence: 275," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 275,) 6-3 6-2 6 - ,O
Sentence: 275," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 275,( ,O
Sentence: 275," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 275,) beat ,O
Sentence: 275," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 275,( ,O
Sentence: 275," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 275,) 6-4 6-2 7 - ,O
Sentence: 275," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 275,( ,O
Sentence: 275," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 275,) beat ,O
Sentence: 275," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 275,( ,O
Sentence: 275," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 275,) 7-6 ( 7-3 ) 6-3 ,O
Sentence: 275," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 275,( ,O
Sentence: 275," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 275,) beat 8 - ,O
Sentence: 275," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 275,( ,O
Sentence: 275," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 275,) 6-3 3-6 7-6 ( 8-6 ) 9 - ,O
Sentence: 275," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 275,( ,O
Sentence: 275," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 275,) beat ,O
Sentence: 275," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 275,( ,O
Sentence: 275," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 275,) 7-6 ( 7-1 ) 6-4 ,O
Sentence: 275," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 275,( ,O
Sentence: 275," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 275,) beat 11 - ,O
Sentence: 275," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 275,( ,O
Sentence: 275," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 275,) 6-1 6-2 ,O
Sentence: 275," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 275,( ,O
Sentence: 275," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 275,) beat 12 - ,O
Sentence: 275," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 275,( ,O
Sentence: 275," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 275,) 6-3 6-4 ,O
Sentence: 275," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 275,( ,O
Sentence: 275," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 275,) beat 13 - ,O
Sentence: 275," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 275,( ,O
Sentence: 275," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 275,) 5-7 7-6 ( 7-1 ) 7-6 ( 13-11 ) ,O
Sentence: 275," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 275,( ,O
Sentence: 275," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 275,beat ,O
Sentence: 275," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 275,( ,O
Sentence: 275," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 275,) 6-3 1-6 6-3 ,O
Sentence: 275," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 275,( ,O
Sentence: 275," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 275,) beat ,O
Sentence: 275," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 275,( ,O
Sentence: 275," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 275,) 7-6 ( 7-2 ) 6-2 ,O
Sentence: 275," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 275,( ,O
Sentence: 275," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 275,) beat ,O
Sentence: 275," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 275,( ,O
Sentence: 275," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 275,) 6-3 4-6 6-1 ,O
Sentence: 275," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 275,( ,O
Sentence: 275," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 275,) beat ,O
Sentence: 275," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 275,( ,O
Sentence: 275," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 275,") , walkover -DOCSTART- CRICKET - ",O
Sentence: 275," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 275,SIGNS FOR ,O
Sentence: 275," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 276," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 276," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 276,1996-08-22 ,O
Sentence: 276," "" <MISC> "" Var_MISC "" </MISC> """,MISC
Sentence: 276,provincial side ,O
Sentence: 276," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 276,said on Thursday they had signed ,O
Sentence: 276," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 276,fast bowler ,O
Sentence: 276," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 276,on a one year contract ,O
Sentence: 277,"Millns , who toured ",O
Sentence: 277," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 277,with ,O
Sentence: 277," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 277,"A in 1992/93 , replaces former ",O
Sentence: 277," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 277,all-rounder ,O
Sentence: 277," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 277,as ,O
Sentence: 277," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 277,'s overseas professional ,O
Sentence: 278,-DOCSTART- SOCCER - ,O
Sentence: 278," "" <MISC> "" Var_MISC "" </MISC> """,MISC
Sentence: 278,RESULTS ,O
Sentence: 279,TIRANA 1996-08-22 Results of ,O
Sentence: 279," "" <MISC> "" Var_MISC "" </MISC> """,MISC
Sentence: 279,"qualifying round , second leg soccer matches on Thursday : In ",O
Sentence: 279," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 279,: ,O
Sentence: 279," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 279,( ,O
Sentence: 279," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 279,) 0 ,O
Sentence: 279," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 279,( ,O
Sentence: 279," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 279,) 2 ( halftime 0-0 ) Scorers : ,O
Sentence: 279," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 279,"( 50th minute ) , ",O
Sentence: 279," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 279,"( 54th ) Attendance : 5,000 ",O
Sentence: 279," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 279,win 3-0 on aggregate In ,O
Sentence: 279," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 279,: ,O
Sentence: 279," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 279,( ,O
Sentence: 279," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 279,) 2 ,O
Sentence: 279," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 279,( ,O
Sentence: 279," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 279,) 1 ( 1-1 ) Scorers : ,O
Sentence: 279," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 279,- ,O
Sentence: 279," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 279,"( 32nd ) , ",O
Sentence: 279," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 279,( 84th ) ,O
Sentence: 279," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 279,- ,O
Sentence: 279," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 279,"( 24th ) Attendance : 8,000 ",O
Sentence: 279," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 279,win 4-2 on aggregate ,O
Sentence: 280,In ,O
Sentence: 280," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 280,: ,O
Sentence: 280," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 280,( ,O
Sentence: 280," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 280,) 5 ,O
Sentence: 280," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 280,( ,O
Sentence: 280," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 280,) 0 ( 1-0 ) Scorers : ,O
Sentence: 280," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 280,"( 1st and 55th ) , ",O
Sentence: 280," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 280,"( 47th , own goal ) , ",O
Sentence: 280," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 280,"( 62nd and 63rd ) Attendance : 6,500 ",O
Sentence: 280," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 280,win 6-1 on aggregate In ,O
Sentence: 280," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 280,: ,O
Sentence: 280," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 280,( ,O
Sentence: 280," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 280,) 5 ,O
Sentence: 280," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 280,( ,O
Sentence: 280," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 280,) 0 ( 2-0 ) Scorers : ,O
Sentence: 280," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 280,"( 28th ) , ",O
Sentence: 280," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 280,"( 41st ) , ",O
Sentence: 280," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 280,"( 60th , penalty ) , ",O
Sentence: 280," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 280,"( 82nd ) , ",O
Sentence: 280," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 280,"( 84th ) Attendance : 5,000 ",O
Sentence: 280," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 280,win 5-1 on aggregate In ,O
Sentence: 280," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 280,: ,O
Sentence: 280," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 280,( ,O
Sentence: 280," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 280,) 0 ,O
Sentence: 280," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 280,( ,O
Sentence: 280," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 280,") 0 Attendance : 5,000 ",O
Sentence: 280," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 280,win 4-2 on agrregate ,O
Sentence: 281,In ,O
Sentence: 281," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 281,: ,O
Sentence: 281," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 281,( ,O
Sentence: 281," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 281,) 1 ,O
Sentence: 281," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 281,( ,O
Sentence: 281," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 281,") 0 ( 0-0 ) Attendance : 3,000 Aggregate score 2-2 ",O
Sentence: 282,Nyva qualified on away goals rule ,O
Sentence: 283,In ,O
Sentence: 283," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 283,: ,O
Sentence: 283," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 283,( ,O
Sentence: 283," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 283,) 2 ,O
Sentence: 283," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 283,( ,O
Sentence: 283," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 283,) 1 ( 1-1 ) Scorers : ,O
Sentence: 283," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 283,- ,O
Sentence: 283," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 283,"( 10th ) , ",O
Sentence: 283," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 283,( 72nd ) ,O
Sentence: 283," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 283,- ,O
Sentence: 283," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 283,"( 5th ) Attendance : 2,189 ",O
Sentence: 283," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 283,win 5-2 on aggregate In ,O
Sentence: 283," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 283,: ,O
Sentence: 283," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 283,( ,O
Sentence: 283," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 283,) 1 ,O
Sentence: 283," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 283,( ,O
Sentence: 283," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 283,) 0 ( 0-0 ) Scorer : ,O
Sentence: 283," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 283,"( 58th ) Attendance : 25,000 Aggregate 1-1 ",O
Sentence: 284,Olimpija won 4-3 on penalties ,O
Sentence: 285,In ,O
Sentence: 285," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 285,: ,O
Sentence: 285," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 285,( ,O
Sentence: 285," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 285,) 1 ,O
Sentence: 285," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 285,( ,O
Sentence: 285," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 285,) 1 ( 0-0 ) Scorers : ,O
Sentence: 285," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 285,- ,O
Sentence: 285," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 285,( 90th ) ,O
Sentence: 285," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 285,- ,O
Sentence: 285," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 285,( 47th ) Aggregate 2-2 ,O
Sentence: 286,Vaduz won 4-2 on penalties ,O
Sentence: 287,In ,O
Sentence: 287," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 287,: ,O
Sentence: 287," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 287,( ,O
Sentence: 287," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 287,) 0 ,O
Sentence: 287," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 287,( ,O
Sentence: 287," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 287,) 3 ( 0-0 ) Scorers : ,O
Sentence: 287," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 287,"( 63rd ) , ",O
Sentence: 287," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 287,"( penalty , 78th ) , ",O
Sentence: 287," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 287,( 87th ) Attendance : 800 ,O
Sentence: 287," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 287,win 5-1 on aggregate ,O
Sentence: 288,In ,O
Sentence: 288," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 288,: ,O
Sentence: 288," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 288,( ,O
Sentence: 288," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 288,) 0 ,O
Sentence: 288," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 288,( ,O
Sentence: 288," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 288,) 3 ( 0-2 ) ,O
Sentence: 288," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 288,win 9-0 on aggregate ,O
Sentence: 289,In ,O
Sentence: 289," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 289,: ,O
Sentence: 289," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 289,( ,O
Sentence: 289," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 289,) 8 ,O
Sentence: 289," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 289,( ,O
Sentence: 289," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 289,) 0 ( 4-0 ) Scorers : ,O
Sentence: 289," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 289,"( 1st and 26th ) , ",O
Sentence: 289," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 289,"( 19th ) , ",O
Sentence: 289," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 289,"( 24th , 48th , 80th ) , ",O
Sentence: 289," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 289,"( 76th ) , ",O
Sentence: 289," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 289,( 86th ) ,O
Sentence: 289," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 289,win 10-1 on aggregate ,O
Sentence: 290,In ,O
Sentence: 290," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 290,: ,O
Sentence: 290," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 290,( ,O
Sentence: 290," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 290,) 1 ,O
Sentence: 290," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 290,( ,O
Sentence: 290," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 290,) 1 ( 1-0 ) Scorers : ,O
Sentence: 290," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 290,- ,O
Sentence: 290," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 290,( 44th ) ,O
Sentence: 290," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 290,- ,O
Sentence: 290," "" <MISC> "" Var_MISC "" </MISC> """,MISC
Sentence: 290,"( 59th ) Attendance : 15,062 Aggregate 1-1 ",O
Sentence: 291,Red ,O
Sentence: 291," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 291,win on away goals rule ,O
Sentence: 292,In ,O
Sentence: 292," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 292,: ,O
Sentence: 292," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 292,( ,O
Sentence: 292," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 292,) 3 ,O
Sentence: 292," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 292,( ,O
Sentence: 292," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 292,) 2 ( 2-1 ) Aggregate 3-3 ,O
Sentence: 293,Constructorul win on away goals rule ,O
Sentence: 294,In ,O
Sentence: 294," "" <MISC> "" Var_MISC "" </MISC> """,MISC
Sentence: 294,: ,O
Sentence: 294," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 294,( ,O
Sentence: 294," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 294,) 1 ,O
Sentence: 294," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 294,( ,O
Sentence: 294," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 294,) 1 ( 0-0 ) ,O
Sentence: 294," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 294,win 2-1 on aggregate ,O
Sentence: 295,In ,O
Sentence: 295," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 295,: ,O
Sentence: 295," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 295,( ,O
Sentence: 295," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 295,) 0 ,O
