,Sentence #,Word,POS,Tag
29303,,just,RB,O
29304,,over,IN,O
29305,,the,DT,O
29306,,right-field,JJ,O
29307,,wall,NN,O
29308,,for,IN,O
29309,,a,DT,O
29310,,7-0,CD,O
29311,,advantage,NN,O
29312,Sentence: 1143,Right,RB,O
29313,,fielder,NN,O
29314,,Bobby,NNP,PER
29315,,Bonilla,NNP,PER
29316,,was,VBD,O
29317,,after,IN,O
29318,,the,DT,O
29319,,ball,NN,O
29320,,",",",",O
29321,,which,WDT,O
29322,,was,VBD,O
29323,,touched,VBN,O
29324,,by,IN,O
29325,,fans,NNS,O
29326,,at,IN,O
29327,,the,DT,O
29328,,top,NN,O
29329,,of,IN,O
29330,,the,DT,O
29331,,scoreboard,NN,O
29332,,in,IN,O
29333,,right,NN,O
29334,Sentence: 1144,Things,NNS,O
29335,,fell,VBD,O
29336,,in,RP,O
29337,,for,IN,O
29338,,us,PRP,O
29339,,",",",",O
29340,,said,VBD,O
29341,,Sorrento,NNP,PER
29342,,",",",",O
29343,,who,WP,O
29344,,has,VBZ,O
29345,,six,CD,O
29346,,career,NN,O
29347,,grand,JJ,O
29348,,slams,NNS,O
29349,,and,CC,O
29350,,hit,VBD,O
29351,,the,DT,O
29352,,ninth,JJ,O
29353,,of,IN,O
29354,,the,DT,O
29355,,season,NN,O
29356,,for,IN,O
29357,,the,DT,O
29358,,Mariners,NNPS,ORG
29359,Sentence: 1145,We,PRP,O
29360,,have,VBP,O
29361,,over,IN,O
29362,,a,DT,O
29363,,month,NN,O
29364,,left,VBD,O
29365,Sentence: 1146,We,PRP,O
29366,,'ve,VBP,O
29367,,got,VBD,O
29368,,to,TO,O
29369,,make,VB,O
29370,,up,RP,O
29371,,some,DT,O
29372,,ground,NN,O
29373,Sentence: 1147,In,IN,O
29374,,the,DT,O
29375,,American,NNP,MISC
29376,,League,NNP,MISC
29377,,wild-card,NN,O
29378,,race,NN,O
29379,,",",",",O
29380,,the,DT,O
29381,,Mariners,NNP,ORG
29382,,are,VBP,O
29383,,three,CD,O
29384,,games,NNS,O
29385,,behind,IN,O
29386,,the,DT,O
29387,,White,NNP,ORG
29388,,Sox,NNP,ORG
29389,,",",",",O
29390,,two,CD,O
29391,,behind,IN,O
29392,,Baltimore,NNP,ORG
29393,,and,CC,O
29394,,two,CD,O
29395,,ahead,RB,O
29396,,of,IN,O
29397,,the,DT,O
29398,,Red,NNP,ORG
29399,,Sox,NNP,ORG
29400,,heading,VBG,O
29401,,into,IN,O
29402,,Boston,NNP,LOC
29403,,for,IN,O
29404,,a,DT,O
29405,,weekend,NN,O
29406,,series,NN,O
29407,Sentence: 1148,Moyer,JJR,PER
29408,,retired,VBD,O
29409,,11,CD,O
29410,,straight,JJ,O
29411,,batters,NNS,O
29412,,between,IN,O
29413,,the,DT,O
29414,,third,JJ,O
29415,,and,CC,O
29416,,seventh,JJ,O
29417,,innings,NNS,O
29418,,and,CC,O
29419,,threw,VBD,O
29420,,two,CD,O
29421,,or,CC,O
29422,,fewer,JJR,O
29423,,pitches,NNS,O
29424,,to,TO,O
29425,,11,CD,O
29426,,of,IN,O
29427,,the,DT,O
29428,,29,CD,O
29429,,batters,NNS,O
29430,,he,PRP,O
29431,,faced,VBD,O
29432,Sentence: 1149,I,PRP,O
29433,,made,VBD,O
29434,,some,DT,O
29435,,bad,JJ,O
29436,,pitches,NNS,O
29437,,at,IN,O
29438,,the,DT,O
29439,,end,NN,O
29440,,but,CC,O
29441,,I,PRP,O
29442,,'m,VBP,O
29443,,not,RB,O
29444,,going,VBG,O
29445,,to,TO,O
29446,,dwell,VB,O
29447,,on,IN,O
29448,,it,PRP,O
29449,Sentence: 1150,We,PRP,O
29450,,won,VBD,O
29451,,the,DT,O
29452,,game,NN,O
29453,,",",",",O
29454,,said,VBD,O
29455,,Moyer,NNP,PER
29456,Sentence: 1151,Coppinger,JJR,PER
29457,,(,(,O
29458,,7-5,CD,O
29459,,),),O
29460,,was,VBD,O
29461,,tagged,VBN,O
29462,,for,IN,O
29463,,eight,CD,O
29464,,runs,NNS,O
29465,,and,CC,O
29466,,10,CD,O
29467,,hits,NNS,O
29468,,in,IN,O
29469,,4,CD,O
29470,,1/3,CD,O
29471,,innings,NN,O
29472,Sentence: 1152,Orioles,NNP,ORG
29473,,manager,NN,O
29474,,Davey,NNP,PER
29475,,Johnson,NNP,PER
29476,,missed,VBD,O
29477,,the,DT,O
29478,,game,NN,O
29479,,after,IN,O
29480,,being,VBG,O
29481,,admitted,VBN,O
29482,,to,TO,O
29483,,a,DT,O
29484,,hospital,NN,O
29485,,with,IN,O
29486,,an,DT,O
29487,,irregular,NN,O
29488,,heartbeat,NN,O
29489,Sentence: 1153,Bench,NN,O
29490,,coach,NN,O
29491,,Andy,NNP,PER
29492,,Etchebarren,NNP,PER
29493,,took,VBD,O
29494,,his,PRP$,O
29495,,place,NN,O
29496,Sentence: 1154,In,IN,O
29497,,Boston,NNP,LOC
29498,,",",",",O
29499,,Troy,NNP,PER
29500,,O'Leary,NNP,PER
29501,,homered,VBD,O
29502,,off,RP,O
29503,,the,DT,O
29504,,right-field,NN,O
29505,,foul,JJ,O
29506,,pole,NN,O
29507,,with,IN,O
29508,,one,CD,O
29509,,out,IN,O
29510,,in,IN,O
29511,,the,DT,O
29512,,bottom,NN,O
29513,,of,IN,O
29514,,the,DT,O
29515,,ninth,JJ,O
29516,,and,CC,O
29517,,the,DT,O
29518,,Red,NNP,ORG
29519,,Sox,NNP,ORG
29520,,climbed,VBD,O
29521,,to,TO,O
29522,,the,DT,O
29523,,.500,CD,O
29524,,mark,NN,O
29525,,for,IN,O
29526,,the,DT,O
29527,,first,JJ,O
29528,,time,NN,O
29529,,this,DT,O
29530,,season,NN,O
29531,,with,IN,O
29532,,their,PRP$,O
29533,,fourth,JJ,O
29534,,straight,JJ,O
29535,,victory,NN,O
29536,,",",",",O
29537,,2-1,CD,O
29538,,over,IN,O
29539,,the,DT,O
29540,,Oakland,NNP,ORG
29541,,Athletics,NNP,ORG
29542,Sentence: 1155,Boston,NNP,ORG
29543,,has,VBZ,O
29544,,won,VBN,O
29545,,15,CD,O
29546,,of,IN,O
29547,,its,PRP$,O
29548,,last,JJ,O
29549,,19,CD,O
29550,,games,NNS,O
29551,Sentence: 1156,Boston,NNP,ORG
29552,,'s,POS,O
29553,,Roger,NNP,PER
29554,,Clemens,NNP,PER
29555,,(,(,O
29556,,7-11,CD,O
29557,,),),O
29558,,was,VBD,O
29559,,one,NN,O
29560,,out,IN,O
29561,,away,RB,O
29562,,from,IN,O
29563,,his,PRP$,O
29564,,second,JJ,O
29565,,straight,JJ,O
29566,,shutout,NN,O
29567,,when,WRB,O
29568,,pinch-hitter,JJ,O
29569,,Matt,NNP,PER
29570,,Stairs,NNP,PER
29571,,tripled,VBD,O
29572,,over,IN,O
29573,,the,DT,O
29574,,head,NN,O
29575,,of,IN,O
29576,,centre,NN,O
29577,,fielder,NN,O
29578,,Lee,NNP,PER
29579,,Tinsley,NNP,PER
29580,,on,IN,O
29581,,an,DT,O
29582,,0-2,CD,O
29583,,pitch,NN,O
29584,,and,CC,O
29585,,pinch-hitter,JJ,O
29586,,Terry,NNP,PER
29587,,Steinbach,NNP,PER
29588,,dunked,VBD,O
29589,,a,DT,O
29590,,broken-bat,NN,O
29591,,single,JJ,O
29592,,into,IN,O
29593,,right,NN,O
29594,,to,TO,O
29595,,lift,VB,O
29596,,Oakland,NNP,ORG
29597,,into,IN,O
29598,,a,DT,O
29599,,1-1,JJ,O
29600,,tie,NN,O
29601,Sentence: 1157,The,DT,O
29602,,run,NN,O
29603,,broke,VBD,O
29604,,Clemens,NNP,PER
29605,,',POS,O
29606,,28-inning,JJ,O
29607,,shutout,NN,O
29608,,streak,NN,O
29609,,",",",",O
29610,,longest,JJS,O
29611,,in,IN,O
29612,,the,DT,O
29613,,majors,NNS,O
29614,,this,DT,O
29615,,season,NN,O
29616,Sentence: 1158,He,PRP,O
29617,,pitched,VBD,O
29618,,his,PRP$,O
29619,,fourth,JJ,O
29620,,complete,JJ,O
29621,,game,NN,O
29622,,",",",",O
29623,,allowing,VBG,O
29624,,eight,CD,O
29625,,hits,NNS,O
29626,,with,IN,O
29627,,two,CD,O
29628,,walks,NNS,O
29629,,and,CC,O
29630,,11,CD,O
29631,,strikeouts,NNS,O
29632,Sentence: 1159,Reliever,NNP,O
29633,,Mark,NNP,PER
29634,,Acre,NNP,PER
29635,,(,(,O
29636,,0-1,CD,O
29637,,),),O
29638,,took,VBD,O
29639,,the,DT,O
29640,,loss,NN,O
29641,Sentence: 1160,In,IN,O
29642,,New,NNP,LOC
29643,,York,NNP,LOC
29644,,",",",",O
29645,,Garret,NNP,PER
29646,,Anderson,NNP,PER
29647,,and,CC,O
29648,,Gary,NNP,PER
29649,,DiSarcina,NNP,PER
29650,,drove,VBD,O
29651,,in,IN,O
29652,,two,CD,O
29653,,runs,VBZ,O
29654,,apiece,RB,O
29655,,in,IN,O
29656,,a,DT,O
29657,,five-run,JJ,O
29658,,first,JJ,O
29659,,inning,NN,O
29660,,and,CC,O
29661,,Jim,NNP,PER
29662,,Edmonds,NNP,PER
29663,,highlighted,VBD,O
29664,,a,DT,O
29665,,six-run,JJ,O
29666,,sixth,JJ,O
29667,,with,IN,O
29668,,a,DT,O
29669,,bases-loaded,JJ,O
29670,,double,JJ,O
29671,,as,IN,O
29672,,the,DT,O
29673,,California,NNP,ORG
29674,,Angels,NNP,ORG
29675,,coasted,VBD,O
29676,,to,TO,O
29677,,a,DT,O
29678,,12-3,JJ,O
29679,,victory,NN,O
29680,,over,IN,O
29681,,the,DT,O
29682,,Yankees,NNS,ORG
29683,,in,IN,O
29684,,the,DT,O
29685,,rubber,NN,O
29686,,game,NN,O
29687,,of,IN,O
29688,,their,PRP$,O
29689,,three-game,JJ,O
29690,,series,NN,O
29691,Sentence: 1161,The,DT,O
29692,,Angels,NNPS,ORG
29693,,battered,VBN,O
29694,,Kenny,NNP,PER
29695,,Rogers,NNP,PER
29696,,(,(,O
29697,,10-7,CD,O
29698,,),),O
29699,,for,IN,O
29700,,five,CD,O
29701,,runs,NNS,O
29702,,in,IN,O
29703,,the,DT,O
29704,,first,JJ,O
29705,Sentence: 1162,The,DT,O
29706,,Yankees,NNPS,ORG
29707,,have,VBP,O
29708,,allowed,VBN,O
29709,,at,IN,O
29710,,least,JJS,O
29711,,two,CD,O
29712,,runs,NNS,O
29713,,in,IN,O
29714,,the,DT,O
29715,,first,JJ,O
29716,,inning,NN,O
29717,,in,IN,O
29718,,six,CD,O
29719,,straight,JJ,O
29720,,games,NNS,O
29721,,",",",",O
29722,,getting,VBG,O
29723,,outscored,JJ,O
29724,,21-1,CD,O
29725,,in,IN,O
29726,,the,DT,O
29727,,first,JJ,O
29728,,inning,NN,O
29729,,in,IN,O
29730,,that,DT,O
29731,,span,NN,O
29732,Sentence: 1163,Chuck,NNP,PER
29733,,Finley,NNP,PER
29734,,(,(,O
29735,,12-12,CD,O
29736,,),),O
29737,,snapped,VBD,O
29738,,a,DT,O
29739,,four-game,JJ,O
29740,,losing,NN,O
29741,,streak,NN,O
29742,Sentence: 1164,In,IN,O
29743,,Kansas,NNP,LOC
29744,,City,NNP,LOC
29745,,",",",",O
29746,,Travis,NNP,PER
29747,,Fryman,NNP,PER
29748,,doubled,VBD,O
29749,,in,IN,O
29750,,the,DT,O
29751,,go-ahead,NN,O
29752,,run,NN,O
29753,,in,IN,O
29754,,the,DT,O
29755,,fifth,JJ,O
29756,,and,CC,O
29757,,Melvin,NNP,PER
29758,,Nieves,NNP,PER
29759,,and,CC,O
29760,,Damion,NNP,PER
29761,,Easley,NNP,PER
29762,,belted,VBD,O
29763,,two-run,JJ,O
29764,,homers,NNS,O
29765,,as,IN,O
29766,,the,DT,O
29767,,Detroit,NNP,ORG
29768,,Tigers,NNP,ORG
29769,,claimed,VBD,O
29770,,a,DT,O
29771,,10-3,CD,O
29772,,win,VBP,O
29773,,over,IN,O
29774,,the,DT,O
29775,,Royals,NNS,ORG
29776,,",",",",O
29777,,handing,VBG,O
29778,,them,PRP,O
29779,,their,PRP$,O
29780,,fifth,JJ,O
29781,,straight,JJ,O
29782,,loss,NN,O
29783,Sentence: 1165,The,DT,O
29784,,Tigers,NNP,ORG
29785,,won,VBD,O
29786,,their,PRP$,O
29787,,third,JJ,O
29788,,straight,JJ,O
29789,,and,CC,O
29790,,halted,VBD,O
29791,,a,DT,O
29792,,seven-game,JJ,O
29793,,road,NN,O
29794,,losing,VBG,O
29795,,streak,NN,O
29796,,behind,IN,O
29797,,Justin,NNP,PER
29798,,Thompson,NNP,PER
29799,,(,(,O
29800,,1-2,CD,O
29801,,),),O
29802,,",",",",O
29803,,who,WP,O
29804,,earned,VBD,O
29805,,his,PRP$,O
29806,,first,JJ,O
29807,,major-league,JJ,O
29808,,win,NN,O
29809,Sentence: 1166,Tim,NNP,PER
29810,,Belcher,NNP,PER
29811,,(,(,O
29812,,12-8,CD,O
29813,,),),O
29814,,was,VBD,O
29815,,tagged,VBN,O
29816,,for,IN,O
29817,,six,CD,O
29818,,runs,NNS,O
29819,,and,CC,O
29820,,nine,CD,O
29821,,hits,NNS,O
29822,,in,IN,O
29823,,eight,CD,O
29824,,innings,NN,O
29825,Sentence: 1167,At,IN,O
29826,,Minnesota,NNP,LOC
29827,,",",",",O
29828,,Ken,NNP,PER
29829,,Hill,NNP,PER
29830,,allowed,VBD,O
29831,,two,CD,O
29832,,runs,VBZ,O
29833,,en,IN,O
29834,,route,NN,O
29835,,to,TO,O
29836,,his,PRP$,O
29837,,sixth,JJ,O
29838,,complete,JJ,O
29839,,game,NN,O
29840,,of,IN,O
29841,,the,DT,O
29842,,season,NN,O
29843,,and,CC,O
29844,,Rusty,NNP,PER
29845,,Greer,NNP,PER
29846,,added,VBD,O
29847,,three,CD,O
29848,,hits,NNS,O
29849,,",",",",O
29850,,including,VBG,O
29851,,a,DT,O
29852,,homer,NN,O
29853,,",",",",O
29854,,and,CC,O
29855,,two,CD,O
29856,,RBI,NNPS,MISC
29857,,as,IN,O
29858,,the,DT,O
29859,,red-hot,JJ,O
29860,,Texas,NNP,ORG
29861,,Rangers,NNPS,ORG
29862,,routed,VBN,O
29863,,the,DT,O
29864,,Twins,NNP,ORG
29865,,11-2,CD,O
29866,Sentence: 1168,The,DT,O
29867,,Rangers,NNPS,ORG
29868,,",",",",O
29869,,who,WP,O
29870,,won,VBD,O
29871,,for,IN,O
29872,,the,DT,O
29873,,11th,JJ,O
29874,,time,NN,O
29875,,in,IN,O
29876,,their,PRP$,O
29877,,last,JJ,O
29878,,13,CD,O
29879,,games,NNS,O
29880,,",",",",O
29881,,have,VBP,O
29882,,scored,VBN,O
29883,,45,CD,O
29884,,runs,NNS,O
29885,,in,IN,O
29886,,their,PRP$,O
29887,,last,JJ,O
29888,,five,CD,O
29889,,contests,NNS,O
29890,Sentence: 1169,Hill,NNP,PER
29891,,(,(,O
29892,,14-7,CD,O
29893,,),),O
29894,,allowed,VBD,O
29895,,10,CD,O
29896,,hits,NNS,O
29897,Sentence: 1170,He,PRP,O
29898,,has,VBZ,O
29899,,yielded,VBN,O
29900,,just,RB,O
29901,,seven,CD,O
29902,,runs,NNS,O
29903,,in,IN,O
29904,,his,PRP$,O
29905,,last,JJ,O
29906,,four,CD,O
29907,,starts,NNS,O
29908,,",",",",O
29909,,covering,VBG,O
29910,,33,CD,O
29911,,1/3,CD,O
29912,,innings,NN,O
29913,Sentence: 1171,In,IN,O
29914,,Chicago,NNP,LOC
29915,,",",",",O
29916,,Erik,NNP,PER
29917,,Hanson,NNP,PER
29918,,outdueled,VBD,O
29919,,Alex,NNP,PER
29920,,Fernandez,NNP,PER
29921,,",",",",O
29922,,and,CC,O
29923,,Jacob,NNP,PER
29924,,Brumfield,NNP,PER
29925,,drove,VBD,O
29926,,in,RP,O
29927,,Otis,NNP,PER
29928,,Nixon,NNP,PER
29929,,with,IN,O
29930,,the,DT,O
29931,,game,NN,O
29932,,'s,POS,O
29933,,only,JJ,O
29934,,run,NN,O
29935,,in,IN,O
29936,,the,DT,O
29937,,sixth,JJ,O
29938,,inning,NN,O
29939,,as,IN,O
29940,,the,DT,O
29941,,Toronto,NNP,ORG
29942,,Blue,NNP,ORG
29943,,Jays,NNPS,ORG
29944,,blanked,VBD,O
29945,,the,DT,O
29946,,White,NNP,ORG
29947,,Sox,NNP,ORG
29948,,1-0,NNP,O
29949,,in,IN,O
29950,,a,DT,O
29951,,game,NN,O
29952,,shortened,VBN,O
29953,,to,TO,O
29954,,six,CD,O
29955,,innings,NN,O
29956,,due,JJ,O
29957,,to,TO,O
29958,,rain,NN,O
29959,Sentence: 1172,Toronto,NNP,ORG
29960,,won,VBD,O
29961,,its,PRP$,O
29962,,fifth,JJ,O
29963,,straight,JJ,O
29964,,and,CC,O
29965,,handed,VBD,O
29966,,the,DT,O
29967,,White,NNP,ORG
29968,,Sox,NNP,ORG
29969,,their,PRP$,O
29970,,seventh,JJ,O
29971,,loss,NN,O
29972,,in,IN,O
29973,,nine,CD,O
29974,,games,NNS,O
29975,Sentence: 1173,Hanson,NNP,PER
29976,,(,(,O
29977,,11-15,CD,O
29978,,),),O
29979,,allowed,VBD,O
29980,,three,CD,O
29981,,hits,NNS,O
29982,,",",",",O
29983,,walked,VBD,O
29984,,three,CD,O
29985,,and,CC,O
29986,,struck,VBD,O
29987,,out,RP,O
29988,,four,CD,O
29989,,to,TO,O
29990,,snap,VB,O
29991,,a,DT,O
29992,,personal,JJ,O
29993,,three-game,JJ,O
29994,,losing,NN,O
29995,,streak,NN,O
29996,Sentence: 1174,Fernandez,NNP,PER
29997,,(,(,O
29998,,12-8,CD,O
29999,,),),O
30000,,scattered,VBN,O
30001,,six,CD,O
30002,,hits,NNS,O
30003,Sentence: 1175,-DOCSTART-,-X-,O
30004,,SOCCER,NN,O
30005,,-,:,O
30006,,SPORTING,NNP,ORG
30007,,START,NNP,O
30008,,NEW,JJ,O
30009,,SEASON,NN,O
30010,,WITH,IN,O
30011,,A,DT,O
30012,,WIN,NNP,O
30013,Sentence: 1176,LISBON,NNP,LOC
30014,,1996-08-23,CD,O
30015,,Sporting,NNP,ORG
30016,,'s,POS,O
30017,,Luis,NNP,PER
30018,,Miguel,NNP,PER
30019,,Predrosa,NNP,PER
30020,,scored,VBD,O
30021,,the,DT,O
30022,,first,JJ,O
30023,,goal,NN,O
30024,,of,IN,O
30025,,the,DT,O
30026,,new,JJ,O
30027,,league,NN,O
30028,,season,NN,O
30029,,as,IN,O
30030,,the,DT,O
30031,,Lisbon,NNP,LOC
30032,,side,NN,O
30033,,cruised,VBD,O
30034,,to,TO,O
30035,,a,DT,O
30036,,3-1,JJ,O
30037,,away,RB,O
30038,,win,VB,O
30039,,over,RP,O
30040,,SC,NNP,ORG
30041,,Espinho,NNP,ORG
30042,,on,IN,O
30043,,Friday,NNP,O
30044,Sentence: 1177,Predrosa,NNP,PER
30045,,drilled,VBD,O
30046,,a,DT,O
30047,,right-foot,JJ,O
30048,,shot,NN,O
30049,,into,IN,O
30050,,the,DT,O
30051,,back,NN,O
30052,,of,IN,O
30053,,the,DT,O
30054,,net,JJ,O
30055,,after,IN,O
30056,,24,CD,O
30057,,minutes,NNS,O
30058,,to,TO,O
30059,,set,VB,O
30060,,Sporting,NNP,ORG
30061,,on,IN,O
30062,,the,DT,O
30063,,way,NN,O
30064,,to,TO,O
30065,,victory,NN,O
30066,Sentence: 1178,Although,IN,O
30067,,Espinho,NNP,ORG
30068,,'s,POS,O
30069,,Nail,NNP,PER
30070,,Besirovic,NNP,PER
30071,,put,VBD,O
30072,,the,DT,O
30073,,home,NN,O
30074,,side,NN,O
30075,,back,RB,O
30076,,on,IN,O
30077,,terms,NNS,O
30078,,in,IN,O
30079,,the,DT,O
30080,,35th,JJ,O
30081,,minute,NN,O
30082,,",",",",O
30083,,Sporting,NNP,ORG
30084,,quickly,RB,O
30085,,restored,VBD,O
30086,,their,PRP$,O
30087,,lead,NN,O
30088,Sentence: 1179,Jose,NNP,PER
30089,,Luis,NNP,PER
30090,,Vidigal,NNP,PER
30091,,scored,VBD,O
30092,,in,IN,O
30093,,the,DT,O
30094,,38th,JJ,O
30095,,minute,NN,O
30096,,and,CC,O
30097,,Mustapha,NNP,PER
30098,,Hadji,NNP,PER
30099,,added,VBD,O
30100,,the,DT,O
30101,,third,JJ,O
30102,,in,IN,O
30103,,the,DT,O
30104,,57th,NNP,O
30105,Sentence: 1180,The,DT,O
30106,,game,NN,O
30107,,was,VBD,O
30108,,brought,VBN,O
30109,,forward,RB,O
30110,,from,IN,O
30111,,Sunday,NNP,O
30112,,when,WRB,O
30113,,reigning,VBG,O
30114,,champions,NNS,O
30115,,Porto,NNP,ORG
30116,,and,CC,O
30117,,Lisbon,NNP,ORG
30118,,rivals,NNS,O
30119,,Benfica,NNP,ORG
30120,,play,VBP,O
30121,,their,PRP$,O
30122,,first,JJ,O
30123,,games,NNS,O
30124,,of,IN,O
30125,,the,DT,O
30126,,season,NN,O
30127,Sentence: 1181,-DOCSTART-,-X-,O
30128,,SOCCER,NN,O
30129,,-,:,O
30130,,PORTUGUESE,JJ,MISC
30131,,FIRST,NNP,O
30132,,DIVISION,NNP,O
30133,,RESULT,NNP,O
30134,Sentence: 1182,LISBON,NNP,LOC
30135,,1996-08-23,CD,O
30136,,Result,NN,O
30137,,of,IN,O
30138,,a,DT,O
30139,,Portuguese,JJ,MISC
30140,,first,JJ,O
30141,,division,NN,O
30142,,soccer,NN,O
30143,,match,NN,O
30144,,on,IN,O
30145,,Friday,NNP,O
30146,,:,:,O
30147,,Espinho,NNP,ORG
30148,,1,CD,O
30149,,Sporting,NNP,ORG
30150,,3,CD,O
30151,,-DOCSTART-,-X-,O
30152,,SOCCER,NN,O
30153,,-,:,O
30154,,ST,NNP,ORG
30155,,PAULI,NNP,ORG
30156,,TAKE,NNP,O
30157,,POINT,NNP,O
30158,,WITH,IN,O
30159,,LATE,JJ,O
30160,,FIGHTBACK,NN,O
30161,Sentence: 1183,BONN,NN,LOC
30162,,1996-08-23,CD,O
30163,,Hamburg,NNP,LOC
30164,,side,NN,O
30165,,St,NNP,ORG
30166,,Pauli,NNP,ORG
30167,,",",",",O
30168,,tipped,VBD,O
30169,,as,IN,O
30170,,prime,JJ,O
30171,,candidates,NNS,O
30172,,for,IN,O
30173,,relegation,NN,O
30174,,",",",",O
30175,,produced,VBD,O
30176,,a,DT,O
30177,,stunning,JJ,O
30178,,second-half,JJ,O
30179,,fightback,NN,O
30180,,to,TO,O
30181,,draw,VB,O
30182,,4-4,JJ,O
30183,,in,IN,O
30184,,their,PRP$,O
30185,,Bundesliga,NNP,MISC
30186,,clash,NN,O
30187,,with,IN,O
30188,,Schalke,NNP,ORG
30189,,on,IN,O
30190,,Friday,NNP,O
30191,Sentence: 1184,Schalke,NNP,ORG
30192,,",",",",O
30193,,who,WP,O
30194,,finished,VBD,O
30195,,third,JJ,O
30196,,last,JJ,O
30197,,season,NN,O
30198,,",",",",O
30199,,raced,VBD,O
30200,,to,TO,O
30201,,a,DT,O
30202,,3-1,JJ,O
30203,,lead,NN,O
30204,,at,IN,O
30205,,halftime,NN,O
30206,Sentence: 1185,St,NNP,ORG
30207,,Pauli,NNP,ORG
30208,,pulled,VBD,O
30209,,a,DT,O
30210,,goal,NN,O
30211,,back,NN,O
30212,,through,IN,O
30213,,Andre,NNP,PER
30214,,Trulsen,NNP,PER
30215,,but,CC,O
30216,,Schalke,NNP,ORG
30217,,striker,NN,O
30218,,Martin,NNP,PER
30219,,Max,NNP,PER
30220,,restored,VBD,O
30221,,his,PRP$,O
30222,,team,NN,O
30223,,'s,POS,O
30224,,two-goal,JJ,O
30225,,cushion,NN,O
30226,,shortly,RB,O
30227,,afterwards,RB,O
30228,Sentence: 1186,Christian,NNP,PER
30229,,Springer,NNP,PER
30230,,put,VBD,O
30231,,St,NNP,ORG
30232,,Pauli,NNP,ORG
30233,,back,RB,O
30234,,in,IN,O
30235,,touch,NN,O
30236,,in,IN,O
30237,,the,DT,O
30238,,64th,JJ,O
30239,,minute,NN,O
30240,,and,CC,O
30241,,three,CD,O
30242,,minutes,NNS,O
30243,,later,RB,O
30244,,they,PRP,O
30245,,were,VBD,O
30246,,level,NN,O
30247,,",",",",O
30248,,thanks,NNS,O
30249,,to,TO,O
30250,,a,DT,O
30251,,penalty,NN,O
30252,,from,IN,O
30253,,Thomas,NNP,PER
30254,,Sabotzik,NNP,PER
30255,Sentence: 1187,In,IN,O
30256,,the,DT,O
30257,,night,NN,O
30258,,'s,POS,O
30259,,only,JJ,O
30260,,other,JJ,O
30261,,match,NN,O
30262,,",",",",O
30263,,Hamburg,NNP,ORG
30264,,beat,VBD,O
30265,,Hansa,NNP,ORG
30266,,Rostock,NNP,ORG
30267,,1-0,CD,O
30268,,",",",",O
30269,,Karsten,NNP,PER
30270,,Baeron,NNP,PER
30271,,scoring,VBG,O
30272,,the,DT,O
30273,,winner,NN,O
30274,,after,IN,O
30275,,some,DT,O
30276,,dazzling,JJ,O
30277,,build-up,NN,O
30278,,from,IN,O
30279,,in-form,JJ,O
30280,,midfielder,NN,O
30281,,Harald,NNP,PER
30282,,Spoerl,NNP,PER
30283,Sentence: 1188,The,DT,O
30284,,win,VBP,O
30285,,put,VBN,O
30286,,Hamburg,NNP,ORG
30287,,in,IN,O
30288,,second,JJ,O
30289,,place,NN,O
30290,,in,IN,O
30291,,the,DT,O
30292,,German,JJ,MISC
30293,,first,JJ,O
30294,,division,NN,O
30295,,after,IN,O
30296,,three,CD,O
30297,,games,NNS,O
30298,,",",",",O
30299,,though,IN,O
30300,,that,DT,O
30301,,may,MD,O
30302,,change,VB,O
30303,,after,IN,O
30304,,the,DT,O
30305,,other,JJ,O
30306,,sides,NNS,O
30307,,play,VBP,O
30308,,on,IN,O
30309,,Saturday,NNP,O
30310,Sentence: 1189,-DOCSTART-,-X-,O
30311,,ATHLETICS,NNP,O
30312,,-,:,O
30313,,SALAH,NNP,PER
30314,,HISSOU,NNP,PER
30315,,BREAKS,NNPS,O
30316,,"10,000",CD,O
30317,,METRES,NNP,O
30318,,WORLD,NN,O
30319,,RECORD,NNP,O
30320,Sentence: 1190,BRUSSELS,NNP,LOC
30321,,1996-08-23,CD,O
30322,,Morocco,NNP,LOC
30323,,'s,POS,O
30324,,Salah,NNP,PER
30325,,Hissou,NNP,PER
30326,,broke,VBD,O
30327,,the,DT,O
30328,,men,NNS,O
30329,,'s,POS,O
30330,,"10,000",CD,O
30331,,metres,NNS,O
30332,,world,NN,O
30333,,record,NN,O
30334,,on,IN,O
30335,,Friday,NNP,O
30336,,when,WRB,O
30337,,he,PRP,O
30338,,clocked,VBN,O
30339,,26,CD,O
30340,,minutes,NNS,O
30341,,38.08,CD,O
30342,,seconds,NNS,O
30343,,at,IN,O
30344,,the,DT,O
30345,,Brussels,NNP,LOC
30346,,grand,JJ,O
30347,,prix,NN,O
30348,,on,IN,O
30349,,Friday,NNP,O
30350,Sentence: 1191,The,DT,O
30351,,previous,JJ,O
30352,,mark,NN,O
30353,,of,IN,O
30354,,26:43.53,CD,O
30355,,was,VBD,O
30356,,set,VBN,O
30357,,by,IN,O
30358,,Ethiopia,NNP,LOC
30359,,'s,POS,O
30360,,Haile,NNP,PER
30361,,Gebreselassie,NNP,PER
30362,,in,IN,O
30363,,the,DT,O
30364,,Dutch,JJ,MISC
30365,,town,NN,O
30366,,of,IN,O
30367,,Hengelo,NNP,LOC
30368,,in,IN,O
30369,,June,NNP,O
30370,,last,JJ,O
30371,,year,NN,O
30372,Sentence: 1192,-DOCSTART-,-X-,O
30373,,SOCCER,NN,O
30374,,-,:,O
